nohup: les entrées sont ignorées

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-05-17 23:41:29 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:41:32 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:41:35 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:41:38 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:41:41 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:41:44 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:41:47 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:41:50 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:41:53 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:41:56 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:41:59 /api/mesure .................................. ~ 0.12ms
  2026-05-17 23:41:59 /dashboard ................................... ~ 0.06ms
  2026-05-17 23:41:59 /api/mesure ................................ ~ 500.72ms
  2026-05-17 23:42:01 /dashboard ................................... ~ 0.14ms
  2026-05-17 23:42:01 /api/mesure ................................ ~ 500.37ms
  2026-05-17 23:42:01 /dashboard ................................... ~ 0.06ms
  2026-05-17 23:42:01 /api/mesure .................................. ~ 0.42ms
  2026-05-17 23:42:01 /sw.js ....................................... ~ 0.03ms
  2026-05-17 23:42:01 /dashboard ................................... ~ 0.10ms
  2026-05-17 23:42:02 /api/mesure .................................. ~ 0.04ms
  2026-05-17 23:42:02 /dashboard ................................. ~ 500.33ms
  2026-05-17 23:42:02 /api/mesure .................................. ~ 0.04ms
  2026-05-17 23:42:03 /acceuil ................................... ~ 500.61ms
  2026-05-17 23:42:03 /sw.js ........................................... ~ 1s
  2026-05-17 23:42:06 /acceuil ..................................... ~ 0.35ms
  2026-05-17 23:42:06 /acceuil ................................... ~ 502.99ms
  2026-05-17 23:42:07 /sw.js ........................................... ~ 2s
  2026-05-17 23:42:19 /Acceuil ..................................... ~ 0.22ms
  2026-05-17 23:42:19 /sw.js ........................................... ~ 2s
  2026-05-17 23:42:22 /api/mesure ...................................... ~ 1s
  2026-05-17 23:42:22 /sw.js ........................................... ~ 2s
  2026-05-17 23:42:26 /acceuil ..................................... ~ 0.15ms
  2026-05-17 23:42:26 /sw.js ........................................... ~ 2s
  2026-05-17 23:42:29 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:42:32 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:42:35 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:42:38 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:42:41 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:42:44 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:42:47 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:42:50 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:42:53 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:42:56 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:42:59 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:43:02 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:43:05 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:43:08 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:43:11 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:43:14 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:43:17 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:43:20 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:43:23 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:43:26 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:43:29 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:43:32 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:43:35 /api/mesure .................................. ~ 0.17ms
  2026-05-17 23:43:38 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:43:41 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:43:44 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:43:47 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:43:50 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:43:53 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:43:56 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:43:59 /api/mesure .................................. ~ 0.32ms
  2026-05-17 23:44:02 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:44:05 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:44:08 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:44:11 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:44:14 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:44:17 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:44:20 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:44:23 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:44:26 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:44:29 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:44:32 /api/mesure .................................. ~ 0.24ms
  2026-05-17 23:44:35 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:44:38 /api/mesure .................................. ~ 0.14ms
  2026-05-17 23:44:41 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:44:44 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:44:46 /acceuil ..................................... ~ 0.19ms
  2026-05-17 23:44:46 /sw.js ........................................... ~ 2s
  2026-05-17 23:45:02 /dashboard ................................... ~ 0.09ms
  2026-05-17 23:45:02 /api/mesure .................................. ~ 0.05ms
  2026-05-17 23:45:04 /sw.js ....................................... ~ 0.21ms
  2026-05-17 23:45:05 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:45:08 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:45:11 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:45:14 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:45:17 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:45:20 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:45:23 /api/mesure .................................. ~ 0.19ms
  2026-05-17 23:45:24 /api/mesure ...................................... ~ 2s
  2026-05-17 23:45:29 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:45:30 /connexion ................................... ~ 0.30ms
  2026-05-17 23:45:30 /sw.js ........................................... ~ 2s
  2026-05-17 23:45:38 /connexion ................................... ~ 0.26ms
  2026-05-17 23:45:38 /sw.js ........................................... ~ 2s
  2026-05-17 23:47:04 /connexion ................................... ~ 0.12ms
  2026-05-17 23:47:04 /sw.js ........................................... ~ 2s
  2026-05-17 23:47:06 /connexion ................................... ~ 0.24ms
  2026-05-17 23:47:06 /sw.js ........................................... ~ 2s
  2026-05-17 23:47:19 /connexion ................................... ~ 0.26ms
  2026-05-17 23:47:19 /sw.js ........................................... ~ 1s
  2026-05-17 23:47:38 /login ........................................... ~ 4s
  2026-05-17 23:47:43 /sw.js ........................................... ~ 2s
  2026-05-17 23:47:46 /inscription ............................... ~ 500.36ms
  2026-05-17 23:47:46 /sw.js ........................................... ~ 2s
  2026-05-17 23:48:17 /sw.js ....................................... ~ 0.23ms
  2026-05-17 23:52:29 /dashboard ................................... ~ 0.22ms
  2026-05-17 23:52:29 /api/mesure ................................ ~ 501.61ms
  2026-05-17 23:52:31 /sw.js ....................................... ~ 0.23ms
  2026-05-17 23:52:32 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:52:34 /dashboard ................................... ~ 0.22ms
  2026-05-17 23:52:34 /api/mesure .................................. ~ 0.77ms
  2026-05-17 23:52:35 /dashboard ................................... ~ 0.14ms
  2026-05-17 23:52:35 /api/mesure .................................. ~ 0.73ms
  2026-05-17 23:52:36 /sw.js ....................................... ~ 0.22ms
  2026-05-17 23:52:37 /sw.js ....................................... ~ 0.17ms
  2026-05-17 23:52:38 /dashboard ................................. ~ 500.37ms
  2026-05-17 23:52:38 /api/mesure .................................. ~ 0.04ms
  2026-05-17 23:52:39 /dashboard ................................. ~ 500.63ms
  2026-05-17 23:52:40 /api/mesure .................................. ~ 0.11ms
  2026-05-17 23:52:40 /sw.js ....................................... ~ 0.10ms
  2026-05-17 23:52:40 /acceuil ................................... ~ 500.70ms
  2026-05-17 23:52:41 /sw.js ..................................... ~ 500.79ms
  2026-05-17 23:52:43 /sw.js ....................................... ~ 0.22ms
  2026-05-17 23:52:43 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:52:45 /acceuil ..................................... ~ 0.30ms
  2026-05-17 23:52:45 /sw.js ........................................... ~ 1s
  2026-05-17 23:52:47 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:52:49 /api/mesure .................................. ~ 0.35ms
  2026-05-17 23:52:49 /surveillance .............................. ~ 500.69ms
  2026-05-17 23:52:49 /statistiques .................................... ~ 1s
  2026-05-17 23:52:51 /sw.js ..................................... ~ 500.64ms
  2026-05-17 23:52:51 /sms ......................................... ~ 0.09ms
  2026-05-17 23:52:52 /profil .......................................... ~ 1s
  2026-05-17 23:52:53 /sw.js ....................................... ~ 0.04ms
  2026-05-17 23:52:55 /sw.js ....................................... ~ 0.09ms
  2026-05-17 23:52:59 /sms ......................................... ~ 0.22ms
  2026-05-17 23:53:00 /sms ....................................... ~ 500.34ms
  2026-05-17 23:53:00 /sw.js ........................................... ~ 2s
  2026-05-17 23:53:06 /dashboard ................................... ~ 0.13ms
  2026-05-17 23:53:06 /api/mesure ................................ ~ 500.74ms
  2026-05-17 23:53:09 /sw.js ....................................... ~ 0.21ms
  2026-05-17 23:53:09 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:53:41 /sw.js ..................................... ~ 500.71ms
  2026-05-17 23:53:46 /api/mesure .................................. ~ 0.16ms
  2026-05-17 23:53:48 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:53:51 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:53:54 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:53:57 /api/mesure .................................. ~ 0.28ms
  2026-05-17 23:54:00 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:54:03 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:54:06 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:54:09 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:54:12 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:54:15 /api/mesure ................................ ~ 500.78ms
  2026-05-17 23:54:18 /api/mesure ................................ ~ 500.67ms
  2026-05-17 23:54:21 /api/mesure ................................ ~ 500.67ms
  2026-05-17 23:54:24 /api/mesure ................................ ~ 500.70ms
  2026-05-17 23:54:27 /api/mesure ................................ ~ 500.66ms
  2026-05-17 23:54:30 /api/mesure ................................ ~ 500.81ms
  2026-05-17 23:54:31 /acceuil ..................................... ~ 0.15ms
  2026-05-17 23:54:31 /sw.js ........................................... ~ 2s
  2026-05-17 23:55:02 /sw.js ....................................... ~ 0.23ms
  2026-05-17 23:56:23 /acceuil ..................................... ~ 0.26ms
  2026-05-17 23:56:23 /acceuil ......................................... ~ 1s
  2026-05-17 23:56:24 /acceuil ..................................... ~ 0.08ms
  2026-05-17 23:56:24 /acceuil ................................... ~ 500.37ms
  2026-05-17 23:56:25 /acceuil ..................................... ~ 0.04ms
  2026-05-17 23:56:25 /acceuil ..................................... ~ 0.04ms
  2026-05-17 23:56:25 /acceuil ..................................... ~ 0.03ms
  2026-05-17 23:56:25 /acceuil ................................... ~ 500.31ms
  2026-05-17 23:56:25 /sw.js ....................................... ~ 0.07ms
  2026-05-17 23:56:25 /acceuil ..................................... ~ 0.08ms
  2026-05-17 23:56:25 /acceuil ................................... ~ 501.34ms
  2026-05-17 23:56:26 /sw.js ........................................... ~ 1s
  2026-05-17 23:56:41 /dashboard ....................................... ~ 6s
  2026-05-17 23:56:47 /api/mesure ................................ ~ 503.82ms
  2026-05-17 23:56:49 /sw.js ....................................... ~ 0.10ms
  2026-05-17 23:56:49 /acceuil ..................................... ~ 0.06ms
  2026-05-17 23:56:49 /sw.js ........................................... ~ 2s
  2026-05-17 23:56:54 /api/mesure .................................. ~ 0.11ms
  2026-05-17 23:56:56 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:56:59 /api/mesure .................................. ~ 0.10ms
  2026-05-17 23:57:02 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:57:05 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:57:08 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:57:11 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:57:14 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:57:17 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:57:20 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:57:23 /api/mesure .................................. ~ 0.31ms
  2026-05-17 23:57:26 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:57:29 /api/mesure .................................. ~ 0.38ms
  2026-05-17 23:57:32 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:57:35 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:57:38 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:57:41 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:57:44 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:57:47 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:57:50 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:57:53 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:57:56 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:57:59 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:58:02 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:58:05 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:58:08 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:58:11 /api/mesure .................................. ~ 0.28ms
  2026-05-17 23:58:14 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:58:17 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:58:20 /api/mesure .................................. ~ 0.27ms
  2026-05-17 23:58:23 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:58:26 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:58:29 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:58:32 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:58:35 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:58:38 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:58:41 /api/mesure .................................. ~ 0.33ms
  2026-05-17 23:58:44 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:58:47 /api/mesure .................................. ~ 0.12ms
  2026-05-17 23:58:50 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:58:53 /api/mesure .................................. ~ 0.23ms
  2026-05-17 23:58:56 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:58:59 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:59:01 /dashboard ................................... ~ 0.21ms
  2026-05-17 23:59:02 /api/mesure ...................................... ~ 1s
  2026-05-17 23:59:03 /favicon.ico ................................. ~ 0.14ms
  2026-05-17 23:59:05 /api/mesure .................................. ~ 0.25ms
  2026-05-17 23:59:07 /dashboard ................................. ~ 500.42ms
  2026-05-17 23:59:07 /api/mesure .................................. ~ 0.07ms
  2026-05-17 23:59:08 /dashboard ................................... ~ 0.06ms
  2026-05-17 23:59:08 /api/mesure .................................. ~ 0.36ms
  2026-05-17 23:59:09 /sw.js ....................................... ~ 0.25ms
  2026-05-17 23:59:11 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:59:14 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:59:17 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:59:20 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:59:23 /api/mesure .................................. ~ 0.12ms
  2026-05-17 23:59:26 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:59:29 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:59:32 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:59:35 /api/mesure .................................. ~ 0.09ms
  2026-05-17 23:59:38 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:59:41 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:59:44 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:59:47 /api/mesure .................................. ~ 0.26ms
  2026-05-17 23:59:50 /api/mesure .................................. ~ 0.22ms
  2026-05-17 23:59:53 /api/mesure .................................. ~ 0.21ms
  2026-05-17 23:59:56 /api/mesure .................................. ~ 0.31ms
  2026-05-17 23:59:59 /api/mesure .................................. ~ 0.21ms
  2026-05-18 00:00:02 /api/mesure .................................. ~ 0.22ms
  2026-05-18 00:00:05 /api/mesure .................................. ~ 0.22ms
  2026-05-18 00:00:08 /api/mesure .................................. ~ 0.28ms
  2026-05-18 00:00:11 /api/mesure .................................. ~ 0.21ms
  2026-05-18 00:00:14 /api/mesure .................................. ~ 0.22ms
  2026-05-18 00:00:17 /api/mesure .................................. ~ 0.28ms
  2026-05-18 00:00:20 /api/mesure .................................. ~ 0.22ms
  2026-05-18 00:00:23 /api/mesure .................................. ~ 0.22ms
  2026-05-18 00:00:26 /api/mesure .................................. ~ 0.21ms
  2026-05-18 00:00:29 /api/mesure .................................. ~ 0.22ms
  2026-05-18 00:00:32 /api/mesure .................................. ~ 0.21ms
  2026-05-18 00:00:35 /api/mesure .................................. ~ 0.09ms
  2026-05-18 00:00:38 /api/mesure .................................. ~ 0.26ms
  2026-05-18 00:00:41 /api/mesure .................................. ~ 0.27ms
  2026-05-18 00:00:44 /api/mesure .................................. ~ 0.22ms
  2026-05-18 00:00:47 /api/mesure .................................. ~ 0.22ms
  2026-05-18 00:00:50 /api/mesure .................................. ~ 0.20ms
  2026-05-18 00:00:53 /api/mesure .................................. ~ 0.22ms
  2026-05-18 00:00:56 /api/mesure .................................. ~ 0.26ms
  2026-05-18 00:00:59 /api/mesure .................................. ~ 0.22ms
  2026-05-18 00:01:02 /api/mesure .................................. ~ 0.21ms
  2026-05-18 00:01:46 /dashboard ................................... ~ 0.20ms
  2026-05-18 00:01:46 /sw.js ........................................... ~ 2s
  2026-05-18 00:02:18 /sw.js ....................................... ~ 0.24ms
  2026-05-18 00:02:43 /statistiques ................................ ~ 0.11ms
  2026-05-18 00:02:43 /historique ...................................... ~ 1s
  2026-05-18 00:02:45 /sw.js ..................................... ~ 500.68ms
  2026-05-18 00:02:45 /statistiques .............................. ~ 500.65ms
  2026-05-18 00:02:46 /sms ....................................... ~ 500.43ms
  2026-05-18 00:02:46 /sw.js ....................................... ~ 0.10ms
  2026-05-18 00:02:47 /sw.js ........................................... ~ 1s
  2026-05-18 00:02:49 /accueil ..................................... ~ 0.39ms
  2026-05-18 00:02:49 /sw.js ........................................... ~ 2s
  2026-05-18 00:02:57 /accueil ..................................... ~ 0.09ms
  2026-05-18 00:02:57 /accueil ......................................... ~ 1s
  2026-05-18 00:02:58 /dashboard ....................................... ~ 1s
  2026-05-18 00:02:59 /sw.js ..................................... ~ 500.40ms
  2026-05-18 00:03:00 /accueil ................................... ~ 500.67ms
  2026-05-18 00:03:01 /sw.js ....................................... ~ 0.13ms
  2026-05-18 00:03:02 /dashboard ................................. ~ 500.40ms
  2026-05-18 00:03:02 /sw.js ....................................... ~ 0.09ms
  2026-05-18 00:03:04 /sw.js ..................................... ~ 500.72ms
  2026-05-18 00:03:06 /login ....................................... ~ 0.25ms
  2026-05-18 00:03:06 /sw.js ........................................... ~ 1s
  2026-05-18 00:03:08 /dashboard ................................... ~ 0.11ms
  2026-05-18 00:03:08 /sw.js ........................................... ~ 2s
  2026-05-18 00:03:40 /sw.js ....................................... ~ 0.24ms
  2026-05-18 00:03:44 /dashboard ................................... ~ 0.16ms
  2026-05-18 00:03:44 /sw.js ........................................... ~ 2s
  2026-05-18 00:03:46 /dashboard ................................... ~ 0.10ms
  2026-05-18 00:03:46 /accueil ......................................... ~ 1s
  2026-05-18 00:03:47 /sw.js ..................................... ~ 500.63ms
  2026-05-18 00:03:49 /sw.js ....................................... ~ 0.09ms
  2026-05-18 00:04:23 /sw.js ....................................... ~ 0.11ms
  2026-05-18 00:04:26 /inscription ............................... ~ 500.81ms
  2026-05-18 00:04:27 /sw.js ........................................... ~ 2s
  2026-05-18 00:05:09 /sw.js ....................................... ~ 0.23ms
  2026-05-18 00:22:34 /sw.js ........................................... ~ 2s
  2026-05-18 00:22:34 /sw.js .......................................... ~ 31s
  2026-05-18 00:23:34 /accueil ..................................... ~ 0.24ms
  2026-05-18 00:23:35 /sw.js ........................................... ~ 2s
  2026-05-18 00:23:48 /register .................................... ~ 0.14ms
  2026-05-18 00:23:49 /sw.js ........................................... ~ 2s
  2026-05-18 00:24:01 /accueil ..................................... ~ 0.10ms
  2026-05-18 00:24:02 /sw.js ........................................... ~ 2s
  2026-05-18 00:24:06 /register .................................... ~ 0.15ms
  2026-05-18 00:24:07 /sw.js ........................................... ~ 2s
  2026-05-18 00:24:38 /sw.js ..................................... ~ 500.68ms

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-18 00:48:34 /register .................................. ~ 500.70ms
  2026-05-18 00:48:34 /sw.js ........................................... ~ 2s
  2026-05-18 00:48:49 /sw.js ........................................... ~ 1s
  2026-05-18 00:48:49 /login ........................................... ~ 4s
  2026-05-18 00:48:53 /sw.js ........................................... ~ 2s
  2026-05-18 00:48:56 /forgot-password ........................... ~ 500.78ms
  2026-05-18 00:48:56 /sw.js ........................................... ~ 1s
  2026-05-18 00:48:59 /login ....................................... ~ 0.09ms
  2026-05-18 00:48:59 /sw.js ........................................... ~ 2s
  2026-05-18 00:49:02 /accueil ..................................... ~ 0.23ms
  2026-05-18 00:49:02 /sw.js ........................................... ~ 1s
  2026-05-18 00:49:10 /register .................................. ~ 500.34ms
  2026-05-18 00:49:10 /sw.js ........................................... ~ 2s
  2026-05-18 00:49:41 /sw.js ....................................... ~ 0.23ms
  2026-05-18 00:53:53 /register-user .................................. ~ 12s
  2026-05-18 00:53:53 /sw.js .......................................... ~ 21s
  2026-05-18 00:54:36 /sw.js ....................................... ~ 0.43ms
  2026-05-18 01:12:18 /sw.js ........................................... ~ 2s
  2026-05-18 01:12:18 /sw.js .......................................... ~ 31s

   INFO  Environment modified. Restarting server...  

   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-18 01:15:19 /register ........................................ ~ 2s
  2026-05-18 01:15:19 /sw.js ........................................... ~ 3s
  2026-05-18 01:15:52 /sw.js ....................................... ~ 0.43ms
  2026-05-18 01:17:07 /register-user .................................. ~ 18s
  2026-05-18 01:17:07 /login .......................................... ~ 18s
  2026-05-18 01:17:28 /sw.js ....................................... ~ 0.34ms
  2026-05-18 01:17:57 /sw.js ....................................... ~ 0.47ms
  2026-05-18 01:19:15 /dashboard ................................... ~ 0.11ms
  2026-05-18 01:19:15 /sw.js ........................................... ~ 2s
  2026-05-18 01:19:24 /parametres .................................. ~ 0.11ms
  2026-05-18 01:19:24 /sw.js ........................................... ~ 2s
  2026-05-18 01:19:55 /sw.js ....................................... ~ 0.34ms
  2026-05-18 01:20:12 /serveurs-bd ................................. ~ 0.27ms
  2026-05-18 01:20:12 /sw.js ........................................... ~ 1s
  2026-05-18 01:20:19 /rapports .................................. ~ 500.48ms
  2026-05-18 01:20:19 /sw.js ........................................... ~ 2s
  2026-05-18 01:20:24 /dashboard ................................. ~ 500.61ms
  2026-05-18 01:20:25 /sw.js ........................................... ~ 1s
  2026-05-18 01:20:30 /profil .................................... ~ 500.70ms
  2026-05-18 01:20:30 /sw.js ........................................... ~ 1s
  2026-05-18 01:20:40 /historique .................................. ~ 0.27ms
  2026-05-18 01:20:40 /sw.js ........................................... ~ 1s
  2026-05-18 01:20:46 /accueil ................................... ~ 500.32ms
  2026-05-18 01:20:46 /sw.js ........................................... ~ 1s
  2026-05-18 01:20:52 /login ..................................... ~ 500.80ms
  2026-05-18 01:20:52 /sw.js ........................................... ~ 1s
  2026-05-18 01:21:23 /sw.js ....................................... ~ 0.24ms
  2026-05-18 01:23:13 /dashboard ................................. ~ 500.38ms
  2026-05-18 01:23:13 /sw.js ........................................... ~ 2s
  2026-05-18 01:23:44 /sw.js ....................................... ~ 0.23ms
  2026-05-18 01:23:52 /parametres ................................ ~ 500.69ms
  2026-05-18 01:23:52 /sw.js ........................................... ~ 1s
  2026-05-18 01:24:05 /dashboard ................................. ~ 500.34ms
  2026-05-18 01:24:05 /sw.js ........................................... ~ 1s
  2026-05-18 01:24:07 /statistiques .............................. ~ 500.95ms
  2026-05-18 01:24:07 /sw.js ........................................... ~ 1s
  2026-05-18 01:24:13 /parametres .................................. ~ 0.11ms
  2026-05-18 01:24:13 /sw.js ........................................... ~ 2s
  2026-05-18 01:24:44 /sw.js ....................................... ~ 0.30ms
  2026-05-18 01:30:53 /dashboard ................................. ~ 500.43ms
  2026-05-18 01:30:54 /sw.js ........................................... ~ 1s
  2026-05-18 01:31:05 /accueil ..................................... ~ 0.14ms
  2026-05-18 01:31:05 /sw.js ........................................... ~ 1s
  2026-05-18 01:31:19 /register .................................... ~ 0.17ms
  2026-05-18 01:31:19 /sw.js ........................................... ~ 2s
  2026-05-18 01:31:24 /login ....................................... ~ 0.17ms
  2026-05-18 01:31:24 ............................................ ~ 500.41ms
  2026-05-18 01:31:26 /sw.js ....................................... ~ 0.54ms
  2026-05-18 01:31:26 /accueil ................................... ~ 500.34ms
  2026-05-18 01:31:26 /sw.js ........................................... ~ 1s
  2026-05-18 01:31:29 /register .................................. ~ 500.35ms
  2026-05-18 01:31:29 /sw.js ........................................... ~ 1s
  2026-05-18 01:32:00 /sw.js ....................................... ~ 0.24ms
  2026-05-18 01:34:37 /register .................................... ~ 0.10ms
  2026-05-18 01:34:37 /register ........................................ ~ 1s
  2026-05-18 01:34:37 /register .................................. ~ 500.54ms
  2026-05-18 01:34:38 /sw.js ........................................... ~ 1s
  2026-05-18 01:34:40 /accueil ................................... ~ 500.35ms
  2026-05-18 01:34:40 /sw.js ........................................... ~ 1s
  2026-05-18 01:34:53 /register .................................... ~ 0.17ms
  2026-05-18 01:34:54 /sw.js ........................................... ~ 1s
  2026-05-18 01:35:25 /sw.js ....................................... ~ 0.23ms
  2026-05-18 01:35:41 /register-user ................................... ~ 9s
  2026-05-18 01:35:41 /login ........................................... ~ 9s
  2026-05-18 01:35:52 /sw.js ....................................... ~ 0.09ms
  2026-05-18 01:36:21 /sw.js ....................................... ~ 0.23ms
  2026-05-18 01:40:09 /login ....................................... ~ 0.27ms
  2026-05-18 01:40:09 /login ........................................... ~ 1s
  2026-05-18 01:40:10 /sw.js ........................................... ~ 1s
  2026-05-18 01:40:12 /accueil ..................................... ~ 0.13ms
  2026-05-18 01:40:13 /sw.js ........................................... ~ 2s
  2026-05-18 01:40:16 /register .................................. ~ 500.42ms
  2026-05-18 01:40:17 /sw.js ........................................... ~ 1s
  2026-05-18 01:40:48 /sw.js ....................................... ~ 0.23ms
  2026-05-18 01:42:15 /register-user .................................. ~ 14s
  2026-05-18 01:42:15 /login .......................................... ~ 14s
  2026-05-18 01:42:32 /sw.js ....................................... ~ 0.23ms
  2026-05-18 01:43:01 /sw.js ....................................... ~ 0.23ms
  2026-05-18 01:52:23 /login ....................................... ~ 0.11ms
  2026-05-18 01:52:23 /login ........................................... ~ 1s
  2026-05-18 01:52:24 /sw.js ........................................... ~ 1s
